situation,threshold,km2_at_or_above,pct_at_or_above
ssp370_far,70.5,61720.2,26.8727
ssp370_far,71,58538.6,25.4875
ssp370_far,71.5,54498.97,23.7286
ssp370_far,72,49445.59,21.5284
ssp370_far,72.5,43307.87,18.8561
ssp370_far,73,37891.65,16.4979
ssp370_far,73.5,33201.26,14.4557
ssp370_far,74,28403.22,12.3667
ssp370_far,74.5,22476.73,9.7863
ssp370_far,75,15091.34,6.5707
historical_ref,20,229667.16,99.9962
historical_ref,20.5,229666.1,99.9957
historical_ref,21,229665.68,99.9956
historical_ref,21.5,229665.13,99.9953
historical_ref,22,229664.34,99.995
historical_ref,22.5,229663.55,99.9946
historical_ref,23,229660.84,99.9934
historical_ref,23.5,229658.46,99.9924
historical_ref,24,229656.82,99.9917
historical_ref,24.5,229654.13,99.9905
historical_ref,25,229650.33,99.9889
historical_ref,25.5,229646.71,99.9873
historical_ref,26,229639.02,99.9839
historical_ref,26.5,229631.67,99.9807
historical_ref,27,229624.16,99.9775
historical_ref,27.5,229615.59,99.9737
historical_ref,28,229603.45,99.9685
historical_ref,28.5,229591.03,99.963
historical_ref,29,229578.34,99.9575
historical_ref,29.5,229565.88,99.9521
historical_ref,30,229547.88,99.9443
historical_ref,30.4,229526.35,99.9349
historical_ref,30.5,229518.61,99.9315
historical_ref,31,229489.96,99.919
historical_ref,31.5,229453.16,99.903
historical_ref,32,229429.28,99.8926
historical_ref,32.5,229408.69,99.8837
historical_ref,33,229384.29,99.873
historical_ref,33.5,229359.02,99.862
historical_ref,33.7,229348.88,99.8576
historical_ref,34,229333.5,99.8509
historical_ref,34.5,229301.58,99.837
historical_ref,35,229273.65,99.8249
historical_ref,35.5,229236.14,99.8085
historical_ref,36,229195.15,99.7907
historical_ref,36.5,229160.87,99.7758
historical_ref,37,229109.15,99.7532
historical_ref,37.5,229049.95,99.7275
historical_ref,38,228989.83,99.7013
historical_ref,38.5,228903.35,99.6636
historical_ref,39,228823.28,99.6288
historical_ref,39.5,228722.53,99.5849
historical_ref,40,228615.89,99.5385
historical_ref,40.5,228512.41,99.4934
historical_ref,40.64,228488.59,99.483
historical_ref,41,228405.64,99.4469
historical_ref,41.5,228310.35,99.4054
historical_ref,42,228208.86,99.3613
historical_ref,42.5,228086.43,99.308
historical_ref,43,227975.11,99.2595
historical_ref,43.5,227846.81,99.2036
historical_ref,44,227684.5,99.133
historical_ref,44.2,227605.51,99.0986
historical_ref,44.5,227496.75,99.0512
historical_ref,45,227283.38,98.9583
historical_ref,45.5,227071.92,98.8662
historical_ref,46,226835.14,98.7631
historical_ref,46.5,226538.92,98.6342
historical_ref,47,226263.34,98.5142
historical_ref,47.5,225935.26,98.3713
historical_ref,48,225581.73,98.2174
historical_ref,48.5,225235.6,98.0667
historical_ref,49,224784.67,97.8704
historical_ref,49.5,224302.44,97.6604
historical_ref,50,223815.97,97.4486
historical_ref,50.5,223249.25,97.2019
historical_ref,50.8,222842.77,97.0249
historical_ref,51,222543.31,96.8945
historical_ref,51.5,221736.57,96.5432
historical_ref,52,220920.94,96.1881
historical_ref,52.5,220045.19,95.8068
historical_ref,53,219032.54,95.3659
historical_ref,53.5,218078.83,94.9507
historical_ref,54,217048.75,94.5022
historical_ref,54.44,216175.89,94.1221
historical_ref,54.5,216037.26,94.0618
historical_ref,55,215097.96,93.6528
historical_ref,55.5,214108.84,93.2222
historical_ref,56,213120.28,92.7917
historical_ref,56.5,212212.78,92.3966
historical_ref,57,211336.96,92.0153
historical_ref,57.5,210509.71,91.6551
historical_ref,58,209671.41,91.2901
historical_ref,58.5,208811.42,90.9157
historical_ref,59,208003.07,90.5637
historical_ref,59.5,207303.67,90.2592
historical_ref,60,206583.66,89.9457
historical_ref,60.5,205814.14,89.6107
historical_ref,61,204968.51,89.2425
historical_ref,61.5,204036.3,88.8366
historical_ref,62,203162.39,88.4561
historical_ref,62.5,202266.42,88.066
historical_ref,63,201326.31,87.6567
historical_ref,63.5,200382.03,87.2456
historical_ref,64,199405.84,86.8205
historical_ref,64.5,198370.66,86.3698
historical_ref,65,197193.64,85.8573
historical_ref,65.5,195920.76,85.3031
historical_ref,66,194453.66,84.6644
historical_ref,66.5,192733.92,83.9156
historical_ref,67,190907.44,83.1204
historical_ref,67.5,189055.16,82.3139
historical_ref,68,187041.04,81.4369
historical_ref,68.5,185090.66,80.5878
historical_ref,69,183027.79,79.6896
historical_ref,69.5,180838.94,78.7366
historical_ref,70,178225.11,77.5985
historical_ref,70.5,175297.49,76.3239
historical_ref,71,171593.62,74.7112
historical_ref,71.5,167120.11,72.7634
historical_ref,72,161880.14,70.482
historical_ref,72.5,155996.18,67.9201
historical_ref,73,148318.51,64.5773
historical_ref,73.5,138506.94,60.3054
historical_ref,74,125982.56,54.8523
historical_ref,74.5,109910.09,47.8544
historical_ref,75,93504.62,40.7116
presente_current,20,229664.53,99.995
presente_current,20.5,229661.66,99.9938
presente_current,21,229658.81,99.9926
presente_current,21.5,229656.62,99.9916
presente_current,22,229654.07,99.9905
presente_current,22.5,229648.81,99.9882
presente_current,23,229643.74,99.986
presente_current,23.5,229637.05,99.9831
presente_current,24,229630.49,99.9802
presente_current,24.5,229619.49,99.9754
presente_current,25,229611.81,99.9721
presente_current,25.5,229604.52,99.9689
presente_current,26,229594.13,99.9644
presente_current,26.5,229578.06,99.9574
presente_current,27,229561.09,99.95
presente_current,27.5,229535.21,99.9387
presente_current,28,229513.62,99.9293
presente_current,28.5,229478.68,99.9141
presente_current,29,229443.63,99.8989
presente_current,29.5,229418.12,99.8878
presente_current,30,229389.76,99.8754
presente_current,30.4,229370.96,99.8672
presente_current,30.5,229365.92,99.865
presente_current,31,229343.03,99.8551
presente_current,31.5,229314.04,99.8424
presente_current,32,229289.18,99.8316
presente_current,32.5,229257.12,99.8177
presente_current,33,229213.38,99.7986
presente_current,33.5,229176.69,99.7826
presente_current,33.7,229157.33,99.7742
presente_current,34,229128.11,99.7615
presente_current,34.5,229075.18,99.7384
presente_current,35,229021.92,99.7153
presente_current,35.5,228955.75,99.6864
presente_current,36,228867.07,99.6478
presente_current,36.5,228768.62,99.605
presente_current,37,228670.6,99.5623
presente_current,37.5,228584.5,99.5248
presente_current,38,228497.77,99.487
presente_current,38.5,228413.58,99.4504
presente_current,39,228320.51,99.4099
presente_current,39.5,228217.7,99.3651
presente_current,40,228117.62,99.3215
presente_current,40.5,228022.61,99.2802
presente_current,40.64,227984.18,99.2634
presente_current,41,227890.47,99.2226
presente_current,41.5,227756.91,99.1645
presente_current,42,227596.61,99.0947
presente_current,42.5,227403.4,99.0106
presente_current,43,227221.45,98.9313
presente_current,43.5,227032.15,98.8489
presente_current,44,226809.06,98.7518
presente_current,44.2,226716.39,98.7114
presente_current,44.5,226543.31,98.6361
presente_current,45,226232.36,98.5007
presente_current,45.5,225914.83,98.3624
presente_current,46,225591.54,98.2217
presente_current,46.5,225248.91,98.0725
presente_current,47,224818.91,97.8853
presente_current,47.5,224315.39,97.6661
presente_current,48,223769.78,97.4285
presente_current,48.5,223206.3,97.1832
presente_current,49,222569.4,96.9059
presente_current,49.5,221836.8,96.5869
presente_current,50,220951.49,96.2014
presente_current,50.5,220158.79,95.8563
presente_current,50.8,219543.74,95.5885
presente_current,51,219100.93,95.3957
presente_current,51.5,217986.64,94.9105
presente_current,52,217006.98,94.484
presente_current,52.5,215978.94,94.0364
presente_current,53,214924.96,93.5775
presente_current,53.5,213878.54,93.1219
presente_current,54,212897.53,92.6948
presente_current,54.44,212113.5,92.3534
presente_current,54.5,212003.86,92.3057
presente_current,55,211128.79,91.9247
presente_current,55.5,210250.01,91.542
presente_current,56,209434.97,91.1872
presente_current,56.5,208592.38,90.8203
presente_current,57,207824.02,90.4858
presente_current,57.5,207126.56,90.1821
presente_current,58,206352.93,89.8453
presente_current,58.5,205619.64,89.526
presente_current,59,204797.63,89.1681
presente_current,59.5,203964.88,88.8055
presente_current,60,203184.7,88.4658
presente_current,60.5,202370.6,88.1114
presente_current,61,201552.16,87.755
presente_current,61.5,200703.08,87.3853
presente_current,62,199793.78,86.9894
presente_current,62.5,198880.03,86.5916
presente_current,63,197931.06,86.1784
presente_current,63.5,196857.44,85.711
presente_current,64,195631.58,85.1772
presente_current,64.5,194087.78,84.5051
presente_current,65,192376.78,83.7601
presente_current,65.5,190625.12,82.9974
presente_current,66,188831.67,82.2166
presente_current,66.5,187077.96,81.453
presente_current,67,185067.97,80.5779
presente_current,67.5,183134.82,79.7362
presente_current,68,181293.08,78.9343
presente_current,68.5,179095.81,77.9776
presente_current,69,176586.52,76.8851
presente_current,69.5,174028.7,75.7714
presente_current,70,170980.07,74.4441
presente_current,70.5,167549.11,72.9502
presente_current,71,164127.88,71.4606
presente_current,71.5,160073.44,69.6954
presente_current,72,154727.72,67.3679
presente_current,72.5,148132.23,64.4962
presente_current,73,140438.2,61.1462
presente_current,73.5,130343.75,56.7512
presente_current,74,118216.83,51.4712
presente_current,74.5,103569.98,45.094
presente_current,75,86239.05,37.5481
presente_present,20,229664.76,99.9951
presente_present,20.5,229663.74,99.9947
presente_present,21,229661.77,99.9938
presente_present,21.5,229658.69,99.9925
presente_present,22,229657.33,99.9919
presente_present,22.5,229655.27,99.991
presente_present,23,229652.17,99.9897
presente_present,23.5,229646.52,99.9872
presente_present,24,229640.54,99.9846
presente_present,24.5,229632.96,99.9813
presente_present,25,229626.2,99.9784
presente_present,25.5,229619.08,99.9753
presente_present,26,229609.14,99.9709
presente_present,26.5,229597.68,99.9659
presente_present,27,229586.09,99.9609
presente_present,27.5,229571.35,99.9545
presente_present,28,229554.72,99.9472
presente_present,28.5,229529.06,99.9361
presente_present,29,229499.86,99.9234
presente_present,29.5,229467.36,99.9092
presente_present,30,229439.07,99.8969
presente_present,30.4,229416.8,99.8872
presente_present,30.5,229409.34,99.8839
presente_present,31,229383.82,99.8728
presente_present,31.5,229361.45,99.8631
presente_present,32,229332.74,99.8506
presente_present,32.5,229306.34,99.8391
presente_present,33,229279.74,99.8275
presente_present,33.5,229239.94,99.8102
presente_present,33.7,229228.04,99.805
presente_present,34,229208.59,99.7965
presente_present,34.5,229167.19,99.7785
presente_present,35,229127.99,99.7614
presente_present,35.5,229070.16,99.7363
presente_present,36,229013.09,99.7114
presente_present,36.5,228936.45,99.678
presente_present,37,228869.9,99.6491
presente_present,37.5,228764.29,99.6031
presente_present,38,228655.3,99.5556
presente_present,38.5,228560.62,99.5144
presente_present,39,228453.01,99.4676
presente_present,39.5,228355.86,99.4253
presente_present,40,228254.78,99.3812
presente_present,40.5,228157.9,99.3391
presente_present,40.64,228133.18,99.3283
presente_present,41,228061.77,99.2972
presente_present,41.5,227946.74,99.2471
presente_present,42,227800.05,99.1833
presente_present,42.5,227645.05,99.1158
presente_present,43,227451.64,99.0316
presente_present,43.5,227272.73,98.9537
presente_present,44,227078.13,98.8689
presente_present,44.2,226990.24,98.8307
presente_present,44.5,226856.74,98.7725
presente_present,45,226598.11,98.6599
presente_present,45.5,226305.27,98.5324
presente_present,46,226034.96,98.4147
presente_present,46.5,225720.05,98.2776
presente_present,47,225347.59,98.1155
presente_present,47.5,224897.11,97.9193
presente_present,48,224436.78,97.7189
presente_present,48.5,223963.05,97.5126
presente_present,49,223420.57,97.2765
presente_present,49.5,222769.56,96.993
presente_present,50,222028.27,96.6703
presente_present,50.5,221158.27,96.2915
presente_present,50.8,220630.18,96.0615
presente_present,51,220297.86,95.9168
presente_present,51.5,219270.64,95.4696
presente_present,52,218309.66,95.0512
presente_present,52.5,217298.81,94.6111
presente_present,53,216370.15,94.2067
presente_present,53.5,215362.14,93.7678
presente_present,54,214348.45,93.3265
presente_present,54.44,213519.41,92.9655
presente_present,54.5,213421.87,92.9231
presente_present,55,212457.48,92.5032
presente_present,55.5,211576.8,92.1197
presente_present,56,210755.41,91.7621
presente_present,56.5,209912.66,91.3952
presente_present,57,209074.85,91.0304
presente_present,57.5,208262.2,90.6766
presente_present,58,207463.94,90.329
presente_present,58.5,206772.35,90.0279
presente_present,59,206026.31,89.7031
presente_present,59.5,205299.08,89.3864
presente_present,60,204413.09,89.0007
presente_present,60.5,203616.13,88.6537
presente_present,61,202815.37,88.305
presente_present,61.5,201943.54,87.9254
presente_present,62,201068.72,87.5445
presente_present,62.5,200213.38,87.1721
presente_present,63,199286.49,86.7686
presente_present,63.5,198214.05,86.3016
presente_present,64,197134.43,85.8316
presente_present,64.5,195937.37,85.3104
presente_present,65,194346.88,84.6179
presente_present,65.5,192670.64,83.8881
presente_present,66,190909.59,83.1213
presente_present,66.5,189124.39,82.344
presente_present,67,187183.84,81.4991
presente_present,67.5,185238.8,80.6523
presente_present,68,183331.48,79.8218
presente_present,68.5,181262.53,78.921
presente_present,69,178985.31,77.9295
presente_present,69.5,176362.64,76.7876
presente_present,70,173511.84,75.5464
presente_present,70.5,170163.93,74.0887
presente_present,71,166262.75,72.3902
presente_present,71.5,162131.23,70.5913
presente_present,72,157193.72,68.4415
presente_present,72.5,150189.32,65.3918
presente_present,73,142380.09,61.9917
presente_present,73.5,132337.31,57.6192
presente_present,74,119736.44,52.1328
presente_present,74.5,104447.85,45.4762
presente_present,75,86833.74,37.8071
observaciones_obsref,20,229672.31,99.9984
observaciones_obsref,20.5,229670.21,99.9975
observaciones_obsref,21,229669.79,99.9973
observaciones_obsref,21.5,229668.49,99.9968
observaciones_obsref,22,229667.32,99.9963
observaciones_obsref,22.5,229666.64,99.996
observaciones_obsref,23,229664.51,99.995
observaciones_obsref,23.5,229662.93,99.9944
observaciones_obsref,24,229661.53,99.9937
observaciones_obsref,24.5,229660.01,99.9931
observaciones_obsref,25,229659.64,99.9929
observaciones_obsref,25.5,229658.25,99.9923
observaciones_obsref,26,229657.84,99.9921
observaciones_obsref,26.5,229653.07,99.9901
observaciones_obsref,27,229650.48,99.9889
observaciones_obsref,27.5,229650.36,99.9889
observaciones_obsref,28,229646.25,99.9871
observaciones_obsref,28.5,229642.73,99.9856
observaciones_obsref,29,229636.89,99.983
observaciones_obsref,29.5,229630.36,99.9802
observaciones_obsref,30,229623.61,99.9772
observaciones_obsref,30.4,229616.46,99.9741
observaciones_obsref,30.5,229616.46,99.9741
observaciones_obsref,31,229603.03,99.9683
observaciones_obsref,31.5,229594.85,99.9647
observaciones_obsref,32,229586.3,99.961
observaciones_obsref,32.5,229574.41,99.9558
observaciones_obsref,33,229561.45,99.9502
observaciones_obsref,33.5,229540.55,99.9411
observaciones_obsref,33.7,229530.87,99.9369
observaciones_obsref,34,229521.96,99.933
observaciones_obsref,34.5,229499.67,99.9233
observaciones_obsref,35,229482.74,99.9159
observaciones_obsref,35.5,229462.27,99.907
observaciones_obsref,36,229440.71,99.8976
observaciones_obsref,36.5,229414.66,99.8863
observaciones_obsref,37,229391.75,99.8763
observaciones_obsref,37.5,229363.75,99.8641
observaciones_obsref,38,229338.36,99.853
observaciones_obsref,38.5,229310.26,99.8408
observaciones_obsref,39,229278.62,99.827
observaciones_obsref,39.5,229240.7,99.8105
observaciones_obsref,40,229202.42,99.7938
observaciones_obsref,40.5,229160.31,99.7755
observaciones_obsref,40.64,229148.44,99.7703
observaciones_obsref,41,229113.09,99.755
observaciones_obsref,41.5,229066.48,99.7347
observaciones_obsref,42,229008.67,99.7095
observaciones_obsref,42.5,228945.83,99.6821
observaciones_obsref,43,228863.1,99.6461
observaciones_obsref,43.5,228770.21,99.6057
observaciones_obsref,44,228668.81,99.5615
observaciones_obsref,44.2,228608.56,99.5353
observaciones_obsref,44.5,228534.94,99.5032
observaciones_obsref,45,228412.89,99.4501
observaciones_obsref,45.5,228290.85,99.397
observaciones_obsref,46,228158.15,99.3392
observaciones_obsref,46.5,228020.61,99.2793
observaciones_obsref,47,227872.87,99.215
observaciones_obsref,47.5,227654.21,99.1198
observaciones_obsref,48,227391.61,99.0054
observaciones_obsref,48.5,227130.34,98.8917
observaciones_obsref,49,226868.69,98.7778
observaciones_obsref,49.5,226587.38,98.6553
observaciones_obsref,50,226227.99,98.4988
observaciones_obsref,50.5,225878.8,98.3468
observaciones_obsref,50.8,225627.43,98.2373
observaciones_obsref,51,225466.05,98.167
observaciones_obsref,51.5,224992.19,97.9607
observaciones_obsref,52,224504.3,97.7483
observaciones_obsref,52.5,223949.56,97.5068
observaciones_obsref,53,223307.97,97.2274
observaciones_obsref,53.5,222499.91,96.8756
observaciones_obsref,54,221754.69,96.5511
observaciones_obsref,54.44,220970.55,96.2097
observaciones_obsref,54.5,220864.34,96.1635
observaciones_obsref,55,219936.16,95.7594
observaciones_obsref,55.5,218911.04,95.313
observaciones_obsref,56,218030.91,94.9298
observaciones_obsref,56.5,217237.25,94.5843
observaciones_obsref,57,216293.79,94.1735
observaciones_obsref,57.5,215307.83,93.7442
observaciones_obsref,58,214332.34,93.3195
observaciones_obsref,58.5,213278.66,92.8607
observaciones_obsref,59,212359.05,92.4603
observaciones_obsref,59.5,211362.41,92.0264
observaciones_obsref,60,210442.25,91.6257
observaciones_obsref,60.5,209534.01,91.2303
observaciones_obsref,61,208634.76,90.8388
observaciones_obsref,61.5,207672.12,90.4196
observaciones_obsref,62,206639.83,89.9702
observaciones_obsref,62.5,205717.19,89.5685
observaciones_obsref,63,204715.97,89.1325
observaciones_obsref,63.5,203647.33,88.6673
observaciones_obsref,64,202549.46,88.1893
observaciones_obsref,64.5,201507.99,87.7358
observaciones_obsref,65,200480.73,87.2885
observaciones_obsref,65.5,199531.03,86.875
observaciones_obsref,66,198564.07,86.454
observaciones_obsref,66.5,197567.13,86.02
observaciones_obsref,67,196337.06,85.4844
observaciones_obsref,67.5,194878.91,84.8495
observaciones_obsref,68,193356.55,84.1867
observaciones_obsref,68.5,191427.17,83.3466
observaciones_obsref,69,189147.16,82.3539
observaciones_obsref,69.5,186867.07,81.3612
observaciones_obsref,70,184528.79,80.3431
observaciones_obsref,70.5,181705.74,79.114
observaciones_obsref,71,177940.69,77.4747
observaciones_obsref,71.5,173389.08,75.4929
observaciones_obsref,72,168312.59,73.2827
observaciones_obsref,72.5,162259.72,70.6473
observaciones_obsref,73,154413.66,67.2311
observaciones_obsref,73.5,144751.56,63.0243
observaciones_obsref,74,132507.56,57.6933
observaciones_obsref,74.5,115525.31,50.2993
observaciones_obsref,75,97183.55,42.3133
observaciones_present,20,229670.54,99.9977
observaciones_present,20.5,229670.12,99.9975
observaciones_present,21,229668.2,99.9966
observaciones_present,21.5,229668.2,99.9966
observaciones_present,22,229666.09,99.9957
observaciones_present,22.5,229666.08,99.9957
observaciones_present,23,229664.66,99.9951
observaciones_present,23.5,229663.62,99.9947
observaciones_present,24,229662.46,99.9941
observaciones_present,24.5,229662.38,99.9941
observaciones_present,25,229660.6,99.9933
observaciones_present,25.5,229658.1,99.9923
observaciones_present,26,229654.79,99.9908
observaciones_present,26.5,229653.35,99.9902
observaciones_present,27,229649.91,99.9887
observaciones_present,27.5,229648.96,99.9883
observaciones_present,28,229645.32,99.9867
observaciones_present,28.5,229639.56,99.9842
observaciones_present,29,229630.84,99.9804
observaciones_present,29.5,229623.24,99.9771
observaciones_present,30,229616.28,99.974
observaciones_present,30.4,229607.94,99.9704
observaciones_present,30.5,229604.97,99.9691
observaciones_present,31,229595.6,99.965
observaciones_present,31.5,229583.46,99.9598
observaciones_present,32,229573.05,99.9552
observaciones_present,32.5,229558.07,99.9487
observaciones_present,33,229535.8,99.939
observaciones_present,33.5,229514.28,99.9296
observaciones_present,33.7,229503.17,99.9248
observaciones_present,34,229495.49,99.9215
observaciones_present,34.5,229476.04,99.913
observaciones_present,35,229457.99,99.9051
observaciones_present,35.5,229438.98,99.8968
observaciones_present,36,229406.6,99.8827
observaciones_present,36.5,229380.72,99.8715
observaciones_present,37,229363.19,99.8638
observaciones_present,37.5,229334.9,99.8515
observaciones_present,38,229305.62,99.8388
observaciones_present,38.5,229274.79,99.8254
observaciones_present,39,229234.27,99.8077
observaciones_present,39.5,229198.53,99.7922
observaciones_present,40,229157.07,99.7741
observaciones_present,40.5,229112.45,99.7547
observaciones_present,40.64,229098.23,99.7485
observaciones_present,41,229062.17,99.7328
observaciones_present,41.5,229000.66,99.706
observaciones_present,42,228937.73,99.6786
observaciones_present,42.5,228858.27,99.644
observaciones_present,43,228777.26,99.6087
observaciones_present,43.5,228645.49,99.5514
observaciones_present,44,228521.82,99.4975
observaciones_present,44.2,228476,99.4776
observaciones_present,44.5,228382.78,99.437
observaciones_present,45,228241.73,99.3756
observaciones_present,45.5,228104.89,99.316
observaciones_present,46,227955.8,99.2511
observaciones_present,46.5,227786.89,99.1775
observaciones_present,47,227554.54,99.0764
observaciones_present,47.5,227287.22,98.96
observaciones_present,48,227052.46,98.8578
observaciones_present,48.5,226781.67,98.7399
observaciones_present,49,226489.38,98.6126
observaciones_present,49.5,226141.1,98.461
observaciones_present,50,225813.51,98.3183
observaciones_present,50.5,225426.39,98.1498
observaciones_present,50.8,225175.06,98.0404
observaciones_present,51,224989.04,97.9594
observaciones_present,51.5,224480.33,97.7379
observaciones_present,52,223912.71,97.4907
observaciones_present,52.5,223265.75,97.209
observaciones_present,53,222454.8,96.856
observaciones_present,53.5,221634.02,96.4986
observaciones_present,54,220777.53,96.1257
observaciones_present,54.44,219971.09,95.7746
observaciones_present,54.5,219870.59,95.7308
observaciones_present,55,218917.65,95.3159
observaciones_present,55.5,218052.22,94.9391
observaciones_present,56,217230.78,94.5814
observaciones_present,56.5,216326.9,94.1879
observaciones_present,57,215372.07,93.7722
observaciones_present,57.5,214436.68,93.3649
observaciones_present,58,213366.79,92.8991
observaciones_present,58.5,212362.05,92.4616
observaciones_present,59,211325.06,92.0101
observaciones_present,59.5,210352.25,91.5866
observaciones_present,60,209450.69,91.194
observaciones_present,60.5,208531.25,90.7937
observaciones_present,61,207583.27,90.381
observaciones_present,61.5,206549.61,89.9309
observaciones_present,62,205694.2,89.5585
observaciones_present,62.5,204788.87,89.1643
observaciones_present,63,203844.87,88.7533
observaciones_present,63.5,202750.81,88.2769
observaciones_present,64,201758.3,87.8448
observaciones_present,64.5,200737.41,87.4003
observaciones_present,65,199788.92,86.9873
observaciones_present,65.5,198804.42,86.5587
observaciones_present,66,197825.53,86.1325
observaciones_present,66.5,196636.96,85.615
observaciones_present,67,195235.94,85.005
observaciones_present,67.5,193755.72,84.3605
observaciones_present,68,192103.57,83.6412
observaciones_present,68.5,189993.07,82.7222
observaciones_present,69,187835.8,81.783
observaciones_present,69.5,185670.85,80.8404
observaciones_present,70,183245.42,79.7843
observaciones_present,70.5,180059.72,78.3973
observaciones_present,71,176411.93,76.8091
observaciones_present,71.5,171962.04,74.8716
observaciones_present,72,166681.52,72.5725
observaciones_present,72.5,160480.91,69.8728
observaciones_present,73,152392.83,66.3513
observaciones_present,73.5,142564.75,62.0721
observaciones_present,74,129175.58,56.2425
observaciones_present,74.5,110732.34,48.2124
observaciones_present,75,92087.44,40.0945
pooled_nearterm,20,229651.39,99.9893
pooled_nearterm,20.5,229646.33,99.9871
pooled_nearterm,21,229637.69,99.9834
pooled_nearterm,21.5,229627.82,99.9791
pooled_nearterm,22,229622.27,99.9766
pooled_nearterm,22.5,229612.99,99.9726
pooled_nearterm,23,229605.03,99.9691
pooled_nearterm,23.5,229589.72,99.9625
pooled_nearterm,24,229572.22,99.9549
pooled_nearterm,24.5,229554.66,99.9472
pooled_nearterm,25,229527.16,99.9352
pooled_nearterm,25.5,229506.52,99.9263
pooled_nearterm,26,229474.44,99.9123
pooled_nearterm,26.5,229448.52,99.901
pooled_nearterm,27,229421.94,99.8894
pooled_nearterm,27.5,229397.52,99.8788
pooled_nearterm,28,229374.76,99.8689
pooled_nearterm,28.5,229350.24,99.8582
pooled_nearterm,29,229319.39,99.8448
pooled_nearterm,29.5,229295.29,99.8343
pooled_nearterm,30,229261.85,99.8197
pooled_nearterm,30.4,229225.93,99.8041
pooled_nearterm,30.5,229217.87,99.8006
pooled_nearterm,31,229175.72,99.7822
pooled_nearterm,31.5,229137.06,99.7654
pooled_nearterm,32,229085.9,99.7431
pooled_nearterm,32.5,229038.97,99.7227
pooled_nearterm,33,228979.6,99.6968
pooled_nearterm,33.5,228906.27,99.6649
pooled_nearterm,33.7,228874.15,99.6509
pooled_nearterm,34,228820.74,99.6277
pooled_nearterm,34.5,228725.26,99.5861
pooled_nearterm,35,228631.85,99.5454
pooled_nearterm,35.5,228541.58,99.5061
pooled_nearterm,36,228451.84,99.467
pooled_nearterm,36.5,228349.87,99.4226
pooled_nearterm,37,228248.56,99.3785
pooled_nearterm,37.5,228153.99,99.3374
pooled_nearterm,38,228048.34,99.2914
pooled_nearterm,38.5,227913.86,99.2328
pooled_nearterm,39,227789.22,99.1785
pooled_nearterm,39.5,227651.4,99.1185
pooled_nearterm,40,227477.53,99.0428
pooled_nearterm,40.5,227271.71,98.9532
pooled_nearterm,40.64,227210.67,98.9266
pooled_nearterm,41,227050.85,98.8571
pooled_nearterm,41.5,226823.36,98.758
pooled_nearterm,42,226578.05,98.6512
pooled_nearterm,42.5,226301.96,98.531
pooled_nearterm,43,226035.56,98.415
pooled_nearterm,43.5,225729.95,98.2819
pooled_nearterm,44,225391.21,98.1345
pooled_nearterm,44.2,225241.06,98.0691
pooled_nearterm,44.5,224996.19,97.9625
pooled_nearterm,45,224513.21,97.7522
pooled_nearterm,45.5,224003.33,97.5302
pooled_nearterm,46,223453.64,97.2909
pooled_nearterm,46.5,222824.56,97.017
pooled_nearterm,47,222162.06,96.7285
pooled_nearterm,47.5,221381.61,96.3887
pooled_nearterm,48,220484.47,95.9981
pooled_nearterm,48.5,219591.87,95.6095
pooled_nearterm,49,218564.69,95.1622
pooled_nearterm,49.5,217451.05,94.6773
pooled_nearterm,50,216334.98,94.1914
pooled_nearterm,50.5,215270.93,93.7281
pooled_nearterm,50.8,214690.34,93.4753
pooled_nearterm,51,214251.24,93.2842
pooled_nearterm,51.5,213270.91,92.8573
pooled_nearterm,52,212359.49,92.4605
pooled_nearterm,52.5,211488.94,92.0815
pooled_nearterm,53,210584.16,91.6875
pooled_nearterm,53.5,209656.45,91.2836
pooled_nearterm,54,208835.34,90.9261
pooled_nearterm,54.44,208179.63,90.6406
pooled_nearterm,54.5,208094.74,90.6036
pooled_nearterm,55,207399.51,90.3009
pooled_nearterm,55.5,206683.2,89.9891
pooled_nearterm,56,205880.78,89.6397
pooled_nearterm,56.5,205057.6,89.2813
pooled_nearterm,57,204233.77,88.9226
pooled_nearterm,57.5,203507.51,88.6064
pooled_nearterm,58,202803.52,88.2999
pooled_nearterm,58.5,202052.89,87.973
pooled_nearterm,59,201261.92,87.6287
pooled_nearterm,59.5,200439.62,87.2706
pooled_nearterm,60,199582.44,86.8974
pooled_nearterm,60.5,198758.56,86.5387
pooled_nearterm,61,197780.37,86.1128
pooled_nearterm,61.5,196681.58,85.6344
pooled_nearterm,62,195595.23,85.1614
pooled_nearterm,62.5,194094.09,84.5078
pooled_nearterm,63,192249.2,83.7046
pooled_nearterm,63.5,190451.22,82.9217
pooled_nearterm,64,188725.54,82.1704
pooled_nearterm,64.5,187115.89,81.4695
pooled_nearterm,65,185448.63,80.7436
pooled_nearterm,65.5,183770.11,80.0128
pooled_nearterm,66,182082.78,79.2781
pooled_nearterm,66.5,180118.81,78.423
pooled_nearterm,67,177916.47,77.4641
pooled_nearterm,67.5,175672.28,76.487
pooled_nearterm,68,173246.43,75.4308
pooled_nearterm,68.5,170696.28,74.3205
pooled_nearterm,69,168006.58,73.1494
pooled_nearterm,69.5,165117.27,71.8914
pooled_nearterm,70,162136.18,70.5935
pooled_nearterm,70.5,158870.01,69.1714
pooled_nearterm,71,154669.46,67.3425
pooled_nearterm,71.5,150304.05,65.4418
pooled_nearterm,72,144978.39,63.123
pooled_nearterm,72.5,137998.67,60.0841
