INDCLIM,INDSINOP,NOMBRE,PROVINCIA,lat,lon,alt
2611D,,VILLAFÁFILA,ZAMORA,41.85805555555556,-5.590833333333333,690
2614,08130,ZAMORA,ZAMORA,41.516666666666666,-5.733611111111111,656
2755X,08056,BENAVENTE,ZAMORA,42.011944444444445,-5.665555555555556,715
2766E,,EL PUENTE (CASA FORESTAL),ZAMORA,42.0825,-6.638888888888888,910
2775X,08125,VILLARDECIERVOS,ZAMORA,41.94277777777778,-6.2780555555555555,850
2777K,,SANTIBAÑEZ DE VIDRIALES,ZAMORA,42.07916666666667,-6.0055555555555555,737
2789H,,POZUELO DE TABARA,ZAMORA,41.78666666666666,-5.907222222222223,711
2804F,,VILLADEPERA,ZAMORA,41.53444444444444,-6.140277777777778,790
2885K,,FRESNO DE SAYAGO,ZAMORA,41.30555555555555,-6.020555555555555,804
2966D,,ALCAÑICES-VIVINERA,ZAMORA,41.68555555555555,-6.299166666666666,840
9433,,ZARAGOZA/BASE AÉREA,ZARAGOZA,41.678888888888885,-1.0716666666666665,260
9244X,08090,SOS DEL REY CATÓLICO,ZARAGOZA,42.49277777777778,-1.2144444444444444,630
9299X,,TARAZONA,ZARAGOZA,41.91611111111111,-1.7222222222222223,475
9321X,,EJEA DE LOS CABALLEROS,ZARAGOZA,42.12222222222222,-1.1383333333333332,321
9336D,,CASTEJON DE VALDEJASA,ZARAGOZA,41.985,-0.9944444444444444,442
9354X,,ALHAMA DE ARAGON,ZARAGOZA,41.29416666666666,-1.893888888888889,703
9390,08157,DAROCA I,ZARAGOZA,41.11472222222223,-1.4108333333333332,779
9390X,,DAROCA II,ZARAGOZA,41.11472222222223,-1.4108333333333332,779
9394X,08156,CALATAYUD,ZARAGOZA,41.33083333333334,-1.6469444444444443,600
9427X,,LA ALMUNIA DE DOÑA GODINA,ZARAGOZA,41.48222222222223,-1.3794444444444445,370
9443U,08161,ZARAGOZA,ZARAGOZA,41.634166666666665,-0.8958333333333333,221
9443V,,ZARAGOZA (CANAL),ZARAGOZA,41.63444444444444,-0.8808333333333334,258
9495Y,,LECIÑENA,ZARAGOZA,41.797777777777775,-0.6158333333333333,405
9501X,,"VALMADRID,DGA",ZARAGOZA,41.44416666666666,-0.8844444444444444,535
9510X,,QUINTO,ZARAGOZA,41.430277777777775,-0.5025,205
9574X,,"CASPE, COMARCAL",ZARAGOZA,41.231388888888894,-0.03638888888888889,190
9576C,08165,BUJARALOZ,ZARAGOZA,41.52361111111111,-0.1733333333333333,357
