situation,rmse_CP,km2_near_bulida,km2_near_precoz,km2_near_any,km2_total,pct_near_any
presente_present,5.49602314255714,11418.8915259263,1121.77189695319,12540.6634228794,229675.901624189,5.46015639176605
ssp126_far,5.59334001234488,18632.7711637311,4458.82800059234,23091.5991643235,229675.901624189,10.0539930402048
ssp370_nearterm,5.63161953174867,14778.3898289999,1426.23794488706,16204.627773887,229675.901624189,7.05543231104938
ssp370_near,5.90529625875454,18270.0439568939,7331.0319754601,25601.075932354,229675.901624189,11.1466095273
ssp245_far,5.95715660473281,22251.1915843793,13976.9800537407,36228.17163812,229675.901624189,15.7736059298894
ssp370_far,6.44477821572698,34277.7170150612,17895.7613418191,52173.4783568803,229675.901624189,22.7161308556655
